reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.025,11.355,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.05,19.95,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.1,26.044,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.15,30.29,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.2,32.943,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.25,35.571,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.3,37.481,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.35,41.037,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.4,44.15,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.45,45.124,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.5,46.54,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.55,49.532,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.6,50.223,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.65,52.162,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.7,54.222,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.75,58.666,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.8,59.859,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.85,63.139,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.9,66.629,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.95,72.632,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.975,82.447,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,01,quantile,0.99,98.674,1
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.01,0.368,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.025,5.777,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.05,14.68,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.1,21.942,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.15,28.266,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.2,32,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.25,34.006,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.3,35.452,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.35,38.096,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.4,40.687,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.45,43.623,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.5,44.737,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.55,48.331,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.6,51.338,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.65,53.857,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.7,58.401,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.75,61.944,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.8,64.292,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.85,68.871,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.9,73.838,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.95,83.107,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.975,86.729,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,01,quantile,0.99,103.821,2
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.01,0,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.025,3.05,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.05,14.906,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.1,21.075,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.15,24.647,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.2,26.758,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.25,30.327,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.3,34.482,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.35,36.114,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.4,40.215,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.45,42.001,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.5,45.674,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.55,50.6,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.6,53.742,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.65,56.363,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.7,57.957,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.75,62.559,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.8,65.615,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.85,70.176,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.9,76.488,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.95,85.996,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.975,91.511,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,01,quantile,0.99,97.878,3
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.01,1.489,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.025,1.922,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.05,3.776,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.1,5.527,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.15,6.911,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.2,7.61,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.25,8.138,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.3,8.341,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.35,8.597,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.4,8.913,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.45,9.61,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.5,10.032,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.55,10.332,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.6,10.76,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.65,11.069,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.7,11.513,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.75,12.229,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.8,12.693,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.85,14.142,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.9,14.77,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.95,16.197,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.975,17.275,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.99,18.921,0
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.01,0,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.025,0,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.05,0.492,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.1,2.543,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.15,3.951,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.2,4.635,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.25,5.42,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.3,6.399,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.35,6.834,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.4,8.028,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.45,8.815,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.5,10.002,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.55,10.437,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.6,11.162,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.65,11.688,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.7,12.272,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.75,13.033,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.8,13.536,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.85,14.259,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.9,16.335,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.95,18.441,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.975,20.5,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.99,21.748,1
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.01,0,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.025,0,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.05,0.346,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.1,1.663,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.15,2.446,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.2,3.277,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.25,5.178,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.3,6.862,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.35,7.728,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.4,8.717,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.45,9.646,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.5,10.006,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.55,10.44,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.6,10.771,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.65,11.532,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.7,12.282,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.75,13.445,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.8,13.949,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.85,14.917,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.9,16.053,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.95,20.109,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.975,22.25,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.99,25.96,2
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.01,0,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.025,0,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.05,0,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.1,0.109,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.15,1.663,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.2,4.14,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.25,6.117,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.3,7.074,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.35,8.469,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.4,9.362,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.45,10.906,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.5,11.431,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.55,11.909,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.6,12.577,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.65,13.316,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.7,14.467,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.75,15.305,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.8,16.353,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.85,16.688,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.9,18.985,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.95,21.342,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.975,24.109,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.99,24.791,3
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.01,187.252,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.025,296.416,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.05,343.504,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.1,382.18,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.15,420.912,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.2,431.946,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.25,455.032,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.3,474.188,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.35,497.148,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.4,507.128,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.45,526.33,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.5,545.369,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.55,556.93,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.6,571.49,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.65,585.863,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.7,606.972,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.75,624.407,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.8,643.257,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.85,656.209,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.9,666.534,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.95,675.766,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.975,728.899,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.99,802.905,0
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.01,122.725,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.025,184.128,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.05,227.556,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.1,310.752,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.15,381.91,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.2,423.906,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.25,441.608,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.3,464.797,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.35,508.401,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.4,518.454,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.45,537.889,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.5,552.602,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.55,565.742,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.6,592.796,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.65,610.373,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.7,634.662,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.75,662.25,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.8,673.109,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.85,715.44,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.9,738.162,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.95,791.845,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.975,910.068,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.99,949.278,1
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.01,0,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.025,58.553,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.05,88.36,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.1,241.295,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.15,313.895,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.2,374.497,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.25,412.847,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.3,431.16,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.35,469.907,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.4,502.481,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.45,536.083,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.5,555.97,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.55,593.281,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.6,631.666,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.65,655.517,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.7,678.557,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.75,717.117,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.8,735.424,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.85,755.148,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.9,785.298,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.95,910.844,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.975,965.214,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.99,1024.16,2
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.01,0,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.025,0,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.05,149.142,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.1,222.532,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.15,263.888,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.2,318.772,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.25,371.392,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.3,408.197,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.35,433.821,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.4,477.87,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.45,502.037,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.5,539.059,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.55,558.976,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.6,600.402,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.65,639.678,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.7,655.976,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.75,675.799,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.8,715.886,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.85,787.385,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.9,860.748,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.95,985.231,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.975,998.237,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.99,1109.423,3
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.01,0.06,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.025,0.645,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.05,2.014,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.1,4.113,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.15,6.697,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.2,7.641,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.25,8.765,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.3,10.161,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.35,10.551,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.4,11.013,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.45,11.539,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.5,12.018,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.55,12.514,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.6,12.921,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.65,13.41,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.7,13.748,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.75,14.487,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.8,15.051,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.85,15.891,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.9,16.927,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.95,18.243,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.975,18.721,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.99,20.194,0
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.01,0,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.025,0,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.05,0,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.1,3.499,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.15,5.511,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.2,7.17,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.25,7.752,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.3,8.251,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.35,9.489,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.4,10.248,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.45,11.254,1
