reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,02,quantile,0.99,18.61,0
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.01,0.061,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.025,1.16,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.05,1.877,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.1,3.771,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.15,4.811,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.2,5.881,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.25,7.008,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.3,7.817,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.35,8.276,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.4,9.072,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.45,9.354,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.5,9.56,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.55,9.929,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.6,10.467,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.65,11,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.7,11.853,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.75,13.079,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.8,14.016,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.85,14.559,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.9,15.971,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.95,18.349,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.975,19.221,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,02,quantile,0.99,20.013,1
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.01,0,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.025,0,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.05,0,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.1,1.277,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.15,3.423,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.2,5.126,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.25,6.074,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.3,6.751,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.35,7.85,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.4,8.376,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.45,8.924,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.5,9.608,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.55,10.629,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.6,11.11,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.65,11.947,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.7,12.531,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.75,13.61,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.8,14.54,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.85,15.26,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.9,16.721,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.95,18.953,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.975,20.919,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,02,quantile,0.99,21.61,2
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.01,0,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.025,0,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.05,0,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.1,0.919,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.15,2.486,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.2,4.036,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.25,5.752,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.3,7.266,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.35,8.276,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.4,8.978,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.45,9.726,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.5,10.12,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.55,11.184,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.6,11.879,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.65,12.362,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.7,13.618,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.75,14.33,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.8,15.682,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.85,16.591,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.9,19.59,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.95,21.927,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.975,25.285,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,02,quantile,0.99,27.742,3
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.01,215.494,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.025,264.848,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.05,336.095,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.1,379.831,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.15,393.694,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.2,416.019,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.25,448.229,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.3,462.997,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.35,480.265,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.4,493.842,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.45,501.371,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.5,516.835,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.55,531.206,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.6,549.408,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.65,561.325,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.7,570.504,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.75,607.402,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.8,627.012,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.85,637.721,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.9,660.798,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.95,684.986,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.975,746.159,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,04,quantile,0.99,785.319,0
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.01,125.008,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.025,180.292,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.05,206.959,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.1,266.925,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.15,350.538,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.2,402.686,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.25,426.025,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.3,429.883,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.35,450.415,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.4,474.328,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.45,487.591,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.5,505.103,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.55,536.648,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.6,549.071,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.65,579.588,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.7,604.704,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.75,623.358,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.8,633.274,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.85,674.046,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.9,715.588,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.95,763.622,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.975,830.705,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,04,quantile,0.99,901.241,1
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.01,25.91,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.025,77.29,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.05,137.544,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.1,226.182,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.15,294.134,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.2,347.064,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.25,382.575,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.3,421.58,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.35,438.107,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.4,472.078,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.45,481.926,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.5,496.422,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.55,543.902,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.6,589.358,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.65,603.731,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.7,624.476,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.75,646.863,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.8,674.063,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.85,708.382,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.9,745.792,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.95,835.674,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.975,894.915,2
2024-12-07,3 wk ahead admissions_influenza,2024-12-21,04,quantile,0.99,909.648,2
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.01,12.336,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.025,92.186,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.05,129.7,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.1,222.475,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.15,292.703,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.2,333.608,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.25,367.055,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.3,402.346,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.35,453.582,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.4,486.35,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.45,532.77,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.5,561.497,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.55,573.952,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.6,586.419,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.65,617.974,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.7,638.322,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.75,664.632,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.8,707.039,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.85,741.69,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.9,770.724,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.95,861.11,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.975,894.985,3
2024-12-07,4 wk ahead admissions_influenza,2024-12-28,04,quantile,0.99,971.112,3
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.01,1.398,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.025,1.615,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.05,2.658,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.1,6.992,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.15,8.062,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.2,8.951,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.25,9.531,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.3,10.251,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.35,10.514,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.4,11.048,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.45,11.783,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.5,12.651,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.55,13.459,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.6,13.939,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.65,14.474,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.7,14.844,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.75,15.606,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.8,16.048,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.85,16.461,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.9,17.945,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.95,20.003,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.975,21.686,0
2024-12-07,1 wk ahead admissions_influenza,2024-12-07,05,quantile,0.99,22.466,0
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.01,0,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.025,0.73,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.05,2.015,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.1,4.767,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.15,5.93,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.2,7.408,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.25,8.267,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.3,8.755,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.35,9.306,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.4,10.276,1
2024-12-07,2 wk ahead admissions_influenza,2024-12-14,05,quantile,0.45,10.874,1
